num_packets,total_bytes,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,mean_interarrival_time,std_interarrival_time,small_pkt_frac,medium_pkt_frac,large_pkt_frac,label
1,80,80.0,0.0,80,80,0.0,0.0,1.0,0.0,0.0,0
1,70,70.0,0.0,70,70,0.0,0.0,1.0,0.0,0.0,0
1,70,70.0,0.0,70,70,0.0,0.0,1.0,0.0,0.0,0
1,70,70.0,0.0,70,70,0.0,0.0,1.0,0.0,0.0,0
1,167,167.0,0.0,167,167,0.0,0.0,1.0,0.0,0.0,0
1,126,126.0,0.0,126,126,0.0,0.0,1.0,0.0,0.0,0
1,138,138.0,0.0,138,138,0.0,0.0,1.0,0.0,0.0,0
1,138,138.0,0.0,138,138,0.0,0.0,1.0,0.0,0.0,0
1,167,167.0,0.0,167,167,0.0,0.0,1.0,0.0,0.0,0
1,126,126.0,0.0,126,126,0.0,0.0,1.0,0.0,0.0,0
1,95,95.0,0.0,95,95,0.0,0.0,1.0,0.0,0.0,0
1,98,98.0,0.0,98,98,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
49,3387,69.12244897959184,19.00229057413141,54,93,9.02786166469256,10.98020193463077,1.0,0.0,0.0,0
42,9001,214.3095238095238,367.85578748401866,54,1330,10.560253806230499,11.368471251853965,0.8809523809523809,0.023809523809523808,0.09523809523809523,0
30,4404,146.8,108.72546466521385,54,293,14.972916520875076,16.71886603798531,0.6666666666666666,0.3333333333333333,0.0,0
4,369,92.25,9.883698700385398,77,101,17.82776729265849,22.08421115386363,1.0,0.0,0.0,0
4,369,92.25,9.883698700385398,77,101,17.82767629623413,22.08404956648645,1.0,0.0,0.0,0
34,3164,93.05882352941177,51.790835651101894,54,173,13.162802089344371,16.588777595916053,1.0,0.0,0.0,0
4,848,212.0,68.38128398911503,106,278,17.834140300750732,22.078457776278334,0.5,0.5,0.0,0
4,903,225.75,63.6253683682853,118,278,17.832264979680378,22.08284562107562,0.25,0.75,0.0,0
1,71,71.0,0.0,71,71,0.0,0.0,1.0,0.0,0.0,0
1,71,71.0,0.0,71,71,0.0,0.0,1.0,0.0,0.0,0
1,71,71.0,0.0,71,71,0.0,0.0,1.0,0.0,0.0,0
1,77,77.0,0.0,77,77,0.0,0.0,1.0,0.0,0.0,0
1,77,77.0,0.0,77,77,0.0,0.0,1.0,0.0,0.0,0
1,77,77.0,0.0,77,77,0.0,0.0,1.0,0.0,0.0,0
1,83,83.0,0.0,83,83,0.0,0.0,1.0,0.0,0.0,0
1,83,83.0,0.0,83,83,0.0,0.0,1.0,0.0,0.0,0
1,83,83.0,0.0,83,83,0.0,0.0,1.0,0.0,0.0,0
1,87,87.0,0.0,87,87,0.0,0.0,1.0,0.0,0.0,0
1,105,105.0,0.0,105,105,0.0,0.0,1.0,0.0,0.0,0
1,109,109.0,0.0,109,109,0.0,0.0,1.0,0.0,0.0,0
1,119,119.0,0.0,119,119,0.0,0.0,1.0,0.0,0.0,0
1,118,118.0,0.0,118,118,0.0,0.0,1.0,0.0,0.0,0
1,152,152.0,0.0,152,152,0.0,0.0,1.0,0.0,0.0,0
1,130,130.0,0.0,130,130,0.0,0.0,1.0,0.0,0.0,0
1,121,121.0,0.0,121,121,0.0,0.0,1.0,0.0,0.0,0
1,99,99.0,0.0,99,99,0.0,0.0,1.0,0.0,0.0,0
1,67,67.0,0.0,67,67,0.0,0.0,1.0,0.0,0.0,0
1,67,67.0,0.0,67,67,0.0,0.0,1.0,0.0,0.0,0
1,67,67.0,0.0,67,67,0.0,0.0,1.0,0.0,0.0,0
115,12509,108.77391304347826,55.886229286099855,66,312,3.6961663773185327,6.274349690268106,0.9304347826086956,0.06956521739130435,0.0,0
78,9167,117.52564102564102,92.13740079136748,71,319,5.465267791376485,7.074593854217386,0.8205128205128205,0.1794871794871795,0.0,0
1,117,117.0,0.0,117,117,0.0,0.0,1.0,0.0,0.0,0
1,95,95.0,0.0,95,95,0.0,0.0,1.0,0.0,0.0,0
1,83,83.0,0.0,83,83,0.0,0.0,1.0,0.0,0.0,0
3,213,71.0,0.0,71,71,27.00728750228882,0.004511356353759766,1.0,0.0,0.0,0
3,213,71.0,0.0,71,71,27.008595943450928,0.00709986686706543,1.0,0.0,0.0,0
4,313,78.25,18.335416548308903,67,110,25.95843267440796,1.5265649312649263,1.0,0.0,0.0,0
1,84,84.0,0.0,84,84,0.0,0.0,1.0,0.0,0.0,0
1,84,84.0,0.0,84,84,0.0,0.0,1.0,0.0,0.0,0
1,84,84.0,0.0,84,84,0.0,0.0,1.0,0.0,0.0,0
1,112,112.0,0.0,112,112,0.0,0.0,1.0,0.0,0.0,0
1,100,100.0,0.0,100,100,0.0,0.0,1.0,0.0,0.0,0
1,141,141.0,0.0,141,141,0.0,0.0,1.0,0.0,0.0,0
4,306,76.5,18.186533479473212,66,108,25.884660005569458,1.672024570524514,1.0,0.0,0.0,0
1,74,74.0,0.0,74,74,0.0,0.0,1.0,0.0,0.0,0
1,74,74.0,0.0,74,74,0.0,0.0,1.0,0.0,0.0,0
1,74,74.0,0.0,74,74,0.0,0.0,1.0,0.0,0.0,0
1,275,275.0,0.0,275,275,0.0,0.0,0.0,1.0,0.0,0
1,155,155.0,0.0,155,155,0.0,0.0,1.0,0.0,0.0,0
1,155,155.0,0.0,155,155,0.0,0.0,1.0,0.0,0.0,0
19,3431,180.57894736842104,304.8596425603918,54,1330,13.342441611819797,19.9580597960103,0.8421052631578947,0.10526315789473684,0.05263157894736842,0
20,6853,342.65,486.78971589383434,54,1330,12.640267786226774,19.65629736771583,0.7,0.1,0.2,0
18,6358,353.22222222222223,433.84233638443607,54,1330,0.857981751946842,2.4251477447840353,0.6666666666666666,0.1111111111111111,0.2222222222222222,0
22,6283,285.59090909090907,413.9610938120666,54,1294,0.700634241104126,2.206721694515375,0.6818181818181818,0.18181818181818182,0.13636363636363635,0
1,75,75.0,0.0,75,75,0.0,0.0,1.0,0.0,0.0,0
1,75,75.0,0.0,75,75,0.0,0.0,1.0,0.0,0.0,0
1,75,75.0,0.0,75,75,0.0,0.0,1.0,0.0,0.0,0
1,124,124.0,0.0,124,124,0.0,0.0,1.0,0.0,0.0,0
1,221,221.0,0.0,221,221,0.0,0.0,0.0,1.0,0.0,0
1,365,365.0,0.0,365,365,0.0,0.0,0.0,1.0,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,191,191.0,0.0,191,191,0.0,0.0,1.0,0.0,0.0,0
1,190,190.0,0.0,190,190,0.0,0.0,1.0,0.0,0.0,0
1,166,166.0,0.0,166,166,0.0,0.0,1.0,0.0,0.0,0
1,87,87.0,0.0,87,87,0.0,0.0,1.0,0.0,0.0,0
1,87,87.0,0.0,87,87,0.0,0.0,1.0,0.0,0.0,0
1,87,87.0,0.0,87,87,0.0,0.0,1.0,0.0,0.0,0
1,115,115.0,0.0,115,115,0.0,0.0,1.0,0.0,0.0,0
1,103,103.0,0.0,103,103,0.0,0.0,1.0,0.0,0.0,0
1,144,144.0,0.0,144,144,0.0,0.0,1.0,0.0,0.0,0
1,75,75.0,0.0,75,75,0.0,0.0,1.0,0.0,0.0,0
1,75,75.0,0.0,75,75,0.0,0.0,1.0,0.0,0.0,0
1,75,75.0,0.0,75,75,0.0,0.0,1.0,0.0,0.0,0
1,132,132.0,0.0,132,132,0.0,0.0,1.0,0.0,0.0,0
1,103,103.0,0.0,103,103,0.0,0.0,1.0,0.0,0.0,0
1,91,91.0,0.0,91,91,0.0,0.0,1.0,0.0,0.0,0
1,77,77.0,0.0,77,77,0.0,0.0,1.0,0.0,0.0,0
1,77,77.0,0.0,77,77,0.0,0.0,1.0,0.0,0.0,0
1,77,77.0,0.0,77,77,0.0,0.0,1.0,0.0,0.0,0
1,157,157.0,0.0,157,157,0.0,0.0,1.0,0.0,0.0,0
1,134,134.0,0.0,134,134,0.0,0.0,1.0,0.0,0.0,0
1,122,122.0,0.0,122,122,0.0,0.0,1.0,0.0,0.0,0
2,110,55.0,0.0,55,55,45.2693190574646,0.0,1.0,0.0,0.0,0
3,186,62.0,5.656854249492381,54,66,39.74116897583008,5.539330959320068,1.0,0.0,0.0,0
5,271,54.2,0.4,54,55,4.707372486591339,6.1424414135234215,1.0,0.0,0.0,0
4,217,54.25,0.4330127018922193,54,55,5.000223000844319,7.068474363727153,1.0,0.0,0.0,0
5,359,71.8,18.093092604637828,54,100,4.708099782466888,6.002807702206702,1.0,0.0,0.0,0
6,413,68.83333333333333,17.799032433128367,54,100,2.969137763977051,5.792874171260819,1.0,0.0,0.0,0
1,75,75.0,0.0,75,75,0.0,0.0,1.0,0.0,0.0,0
1,75,75.0,0.0,75,75,0.0,0.0,1.0,0.0,0.0,0
1,75,75.0,0.0,75,75,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,95,95.0,0.0,95,95,0.0,0.0,1.0,0.0,0.0,0
1,95,95.0,0.0,95,95,0.0,0.0,1.0,0.0,0.0,0
1,95,95.0,0.0,95,95,0.0,0.0,1.0,0.0,0.0,0
1,207,207.0,0.0,207,207,0.0,0.0,0.0,1.0,0.0,0
1,160,160.0,0.0,160,160,0.0,0.0,1.0,0.0,0.0,0
1,160,160.0,0.0,160,160,0.0,0.0,1.0,0.0,0.0,0
1,366,366.0,0.0,366,366,0.0,0.0,0.0,1.0,0.0,0
11,4954,450.3636363636364,525.7943380737503,73,1292,0.030765199661254884,0.03545752603267131,0.6363636363636364,0.09090909090909091,0.2727272727272727,0
1,152,152.0,0.0,152,152,0.0,0.0,1.0,0.0,0.0,0
1,351,351.0,0.0,351,351,0.0,0.0,0.0,1.0,0.0,0
14,9758,697.0,559.1437331185195,66,1292,0.019533615845900316,0.03558071071907802,0.35714285714285715,0.14285714285714285,0.5,0
1,117,117.0,0.0,117,117,0.0,0.0,1.0,0.0,0.0,0
1,151,151.0,0.0,151,151,0.0,0.0,1.0,0.0,0.0,0
1,129,129.0,0.0,129,129,0.0,0.0,1.0,0.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,178,178.0,0.0,178,178,0.0,0.0,1.0,0.0,0.0,0
1,193,193.0,0.0,193,193,0.0,0.0,1.0,0.0,0.0,0
1,202,202.0,0.0,202,202,0.0,0.0,0.0,1.0,0.0,0
2,108,54.0,0.0,54,54,0.10865902900695801,0.0,1.0,0.0,0.0,0
3,193,64.33333333333333,14.613540144521982,54,85,0.02146756649017334,0.02146756649017334,1.0,0.0,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,209,209.0,0.0,209,209,0.0,0.0,0.0,1.0,0.0,0
1,155,155.0,0.0,155,155,0.0,0.0,1.0,0.0,0.0,0
1,209,209.0,0.0,209,209,0.0,0.0,0.0,1.0,0.0,0
13,3720,286.15384615384613,420.2941911335342,54,1330,1.0985281666119893,2.331653024520054,0.7692307692307693,0.07692307692307693,0.15384615384615385,0
10,2639,263.9,413.75269183414383,54,1330,1.4361915588378906,2.6480429871405113,0.8,0.1,0.1,0
13,6606,508.15384615384613,544.1344356164831,54,1330,1.0942323406537373,2.375493715181235,0.46153846153846156,0.23076923076923078,0.3076923076923077,0
12,6246,520.5,564.6009652843325,54,1330,1.163165894421664,2.5105688289615733,0.5,0.16666666666666666,0.3333333333333333,0
1,76,76.0,0.0,76,76,0.0,0.0,1.0,0.0,0.0,0
1,76,76.0,0.0,76,76,0.0,0.0,1.0,0.0,0.0,0
1,76,76.0,0.0,76,76,0.0,0.0,1.0,0.0,0.0,0
1,92,92.0,0.0,92,92,0.0,0.0,1.0,0.0,0.0,0
1,126,126.0,0.0,126,126,0.0,0.0,1.0,0.0,0.0,0
1,104,104.0,0.0,104,104,0.0,0.0,1.0,0.0,0.0,0
35,3451,98.6,56.09746620201054,54,305,0.07210176832535688,0.12167432477964307,0.9428571428571428,0.05714285714285714,0.0,0
43,7758,180.41860465116278,273.0964760579351,54,1330,0.051305929819742836,0.10856419440014028,0.8372093023255814,0.09302325581395349,0.06976744186046512,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,199,199.0,0.0,199,199,0.0,0.0,1.0,0.0,0.0,0
1,223,223.0,0.0,223,223,0.0,0.0,0.0,1.0,0.0,0
1,193,193.0,0.0,193,193,0.0,0.0,1.0,0.0,0.0,0
2,164,82.0,8.0,74,90,0.20629000663757324,0.0,1.0,0.0,0.0,0
2,164,82.0,8.0,74,90,0.2058238983154297,0.0,1.0,0.0,0.0,0
2,177,88.5,12.5,76,101,48.591732025146484,0.0,1.0,0.0,0.0,0
2,191,95.5,5.5,90,101,48.591667890548706,0.0,1.0,0.0,0.0,0
2,170,85.0,5.0,80,90,67.47528195381165,0.0,1.0,0.0,0.0,0
2,156,78.0,2.0,76,80,67.47542715072632,0.0,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
3,251,83.66666666666667,3.858612300930075,80,89,51.051315903663635,49.94989502429962,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
1,89,89.0,0.0,89,89,0.0,0.0,1.0,0.0,0.0,0
2,219,109.5,3.5,106,113,0.21310901641845703,0.0,1.0,0.0,0.0,0
2,243,121.5,3.5,118,125,0.20827102661132812,0.0,1.0,0.0,0.0,0
2,383,191.5,74.5,117,266,48.81347584724426,0.0,0.5,0.5,0.0,0
2,384,192.0,86.0,106,278,48.80754590034485,0.0,0.5,0.5,0.0,0
2,214,107.0,11.0,96,118,67.52950596809387,0.0,1.0,0.0,0.0,0
2,287,143.5,14.5,129,158,67.52443885803223,0.0,1.0,0.0,0.0,0
1,105,105.0,0.0,105,105,0.0,0.0,1.0,0.0,0.0,0
3,528,176.0,77.1621668954417,117,285,51.11865746974945,49.89679944515228,0.6666666666666666,0.3333333333333333,0.0,0
1,105,105.0,0.0,105,105,0.0,0.0,1.0,0.0,0.0,0
1,117,117.0,0.0,117,117,0.0,0.0,1.0,0.0,0.0,0
1,105,105.0,0.0,105,105,0.0,0.0,1.0,0.0,0.0,0
1,117,117.0,0.0,117,117,0.0,0.0,1.0,0.0,0.0,0
1,117,117.0,0.0,117,117,0.0,0.0,1.0,0.0,0.0,0
1,105,105.0,0.0,105,105,0.0,0.0,1.0,0.0,0.0,0
1,105,105.0,0.0,105,105,0.0,0.0,1.0,0.0,0.0,0
1,117,117.0,0.0,117,117,0.0,0.0,1.0,0.0,0.0,0
1,105,105.0,0.0,105,105,0.0,0.0,1.0,0.0,0.0,0
1,117,117.0,0.0,117,117,0.0,0.0,1.0,0.0,0.0,0
5,754,150.8,113.74779118734571,54,292,0.05543172359466553,0.03742519726797213,0.6,0.4,0.0,0
5,1734,346.8,353.7334589772362,54,780,0.030379533767700195,0.03054823526302916,0.6,0.4,0.0,0
21,2210,105.23809523809524,69.27990484562967,54,305,0.911031448841095,2.4157196442103106,0.9047619047619048,0.09523809523809523,0.0,0
25,3521,140.84,121.1824013625741,54,582,0.7577372491359711,2.23395105274039,0.76,0.24,0.0,0
4,464,116.0,100.57832768544127,54,290,0.03956135114034017,0.034863462870784304,0.75,0.25,0.0,0
3,900,300.0,339.44660846737,54,780,0.02018749713897705,0.01864945888519287,0.6666666666666666,0.3333333333333333,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,76,76.0,0.0,76,76,0.0,0.0,1.0,0.0,0.0,0
1,76,76.0,0.0,76,76,0.0,0.0,1.0,0.0,0.0,0
1,76,76.0,0.0,76,76,0.0,0.0,1.0,0.0,0.0,0
1,76,76.0,0.0,76,76,0.0,0.0,1.0,0.0,0.0,0
1,153,153.0,0.0,153,153,0.0,0.0,1.0,0.0,0.0,0
1,229,229.0,0.0,229,229,0.0,0.0,0.0,1.0,0.0,0
1,70,70.0,0.0,70,70,0.0,0.0,1.0,0.0,0.0,0
1,70,70.0,0.0,70,70,0.0,0.0,1.0,0.0,0.0,0
1,70,70.0,0.0,70,70,0.0,0.0,1.0,0.0,0.0,0
1,98,98.0,0.0,98,98,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,95,95.0,0.0,95,95,0.0,0.0,1.0,0.0,0.0,0
1,223,223.0,0.0,223,223,0.0,0.0,0.0,1.0,0.0,0
1,141,141.0,0.0,141,141,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,141,141.0,0.0,141,141,0.0,0.0,1.0,0.0,0.0,0
10,2416,241.6,394.34178069284013,54,1330,0.11950466367933485,0.1682584194553912,0.8,0.1,0.1,0
14,3563,254.5,380.4791621851884,54,1330,2.4198226928710938,8.073525112540201,0.7857142857142857,0.07142857142857142,0.14285714285714285,0
1,141,141.0,0.0,141,141,0.0,0.0,1.0,0.0,0.0,0
1,141,141.0,0.0,141,141,0.0,0.0,1.0,0.0,0.0,0
10,2448,244.8,397.1782471384857,54,1330,4.7149978743659124,9.60055928073028,0.8,0.1,0.1,0
17,8959,527.0,557.3289238966203,54,1330,1.9658101946115494,7.241483078361593,0.5294117647058824,0.11764705882352941,0.35294117647058826,0
14,8477,605.5,583.170123426383,54,1330,0.05757715151860164,0.13415479672711283,0.5,0.07142857142857142,0.42857142857142855,0
14,8504,607.4285714285714,581.4248157126858,54,1330,3.263489613166222,8.31140117555755,0.5,0.07142857142857142,0.42857142857142855,0
1,69,69.0,0.0,69,69,0.0,0.0,1.0,0.0,0.0,0
1,69,69.0,0.0,69,69,0.0,0.0,1.0,0.0,0.0,0
1,69,69.0,0.0,69,69,0.0,0.0,1.0,0.0,0.0,0
1,101,101.0,0.0,101,101,0.0,0.0,1.0,0.0,0.0,0
1,120,120.0,0.0,120,120,0.0,0.0,1.0,0.0,0.0,0
1,125,125.0,0.0,125,125,0.0,0.0,1.0,0.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,278,278.0,0.0,278,278,0.0,0.0,0.0,1.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,78,78.0,0.0,78,78,0.0,0.0,1.0,0.0,0.0,0
1,320,320.0,0.0,320,320,0.0,0.0,0.0,1.0,0.0,0
1,480,480.0,0.0,480,480,0.0,0.0,0.0,1.0,0.0,0
1,323,323.0,0.0,323,323,0.0,0.0,0.0,1.0,0.0,0
1,228,228.0,0.0,228,228,0.0,0.0,0.0,1.0,0.0,0
1,246,246.0,0.0,246,246,0.0,0.0,0.0,1.0,0.0,0
8,4464,558.0,569.944514843331,88,1292,0.06291416713169642,0.08800679363491044,0.5,0.125,0.375,0
10,10102,1010.2,472.44741506330627,85,1494,0.022353543175591364,0.0580387395655941,0.2,0.0,0.8,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,128,128.0,0.0,128,128,0.0,0.0,1.0,0.0,0.0,0
1,104,104.0,0.0,104,104,0.0,0.0,1.0,0.0,0.0,0
1,120,120.0,0.0,120,120,0.0,0.0,1.0,0.0,0.0,0
1,84,84.0,0.0,84,84,0.0,0.0,1.0,0.0,0.0,0
1,84,84.0,0.0,84,84,0.0,0.0,1.0,0.0,0.0,0
1,84,84.0,0.0,84,84,0.0,0.0,1.0,0.0,0.0,0
1,488,488.0,0.0,488,488,0.0,0.0,0.0,1.0,0.0,0
1,328,328.0,0.0,328,328,0.0,0.0,0.0,1.0,0.0,0
13,6485,498.84615384615387,482.4405656744508,88,1292,0.10396583875020345,0.15311534988617728,0.46153846153846156,0.3076923076923077,0.23076923076923078,0
1,286,286.0,0.0,286,286,0.0,0.0,0.0,1.0,0.0,0
15,11737,782.4666666666667,516.864117109667,85,1494,0.09108756269727435,0.15215000878817947,0.26666666666666666,0.2,0.5333333333333333,0
1,106,106.0,0.0,106,106,0.0,0.0,1.0,0.0,0.0,0
1,106,106.0,0.0,106,106,0.0,0.0,1.0,0.0,0.0,0
1,106,106.0,0.0,106,106,0.0,0.0,1.0,0.0,0.0,0
1,307,307.0,0.0,307,307,0.0,0.0,0.0,1.0,0.0,0
1,188,188.0,0.0,188,188,0.0,0.0,1.0,0.0,0.0,0
24,4288,178.66666666666666,290.62499701314215,54,1330,10.524379605832307,18.442495442601633,0.8333333333333334,0.125,0.041666666666666664,0
1,188,188.0,0.0,188,188,0.0,0.0,1.0,0.0,0.0,0
32,11604,362.625,475.2468930724324,54,1330,7.8084890611710085,16.54618182361712,0.65625,0.125,0.21875,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,86,86.0,0.0,86,86,0.0,0.0,1.0,0.0,0.0,0
1,230,230.0,0.0,230,230,0.0,0.0,0.0,1.0,0.0,0
1,230,230.0,0.0,230,230,0.0,0.0,0.0,1.0,0.0,0
1,161,161.0,0.0,161,161,0.0,0.0,1.0,0.0,0.0,0
20,5365,268.25,360.20853335255674,54,1330,9.528386003092715,18.344370765794945,0.75,0.1,0.15,0
20,2490,124.5,111.17531200765752,54,357,9.530357624355116,18.31342014197786,0.8,0.2,0.0,0
1,66,66.0,0.0,66,66,0.0,0.0,1.0,0.0,0.0,0
2,132,66.0,0.0,66,66,1.0076639652252197,0.0,1.0,0.0,0.0,0
1,106,106.0,0.0,106,106,0.0,0.0,1.0,0.0,0.0,0
1,106,106.0,0.0,106,106,0.0,0.0,1.0,0.0,0.0,0
1,106,106.0,0.0,106,106,0.0,0.0,1.0,0.0,0.0,0
1,307,307.0,0.0,307,307,0.0,0.0,0.0,1.0,0.0,0
1,188,188.0,0.0,188,188,0.0,0.0,1.0,0.0,0.0,0
1,188,188.0,0.0,188,188,0.0,0.0,1.0,0.0,0.0,0
23,3997,173.7826086956522,296.24665934960916,54,1330,10.954235185276378,18.757521076674365,0.8695652173913043,0.08695652173913043,0.043478260869565216,0
28,11588,413.85714285714283,519.20665540843,54,1330,8.925270336645621,17.465438983968564,0.6428571428571429,0.10714285714285714,0.25,0
1,80,80.0,0.0,80,80,0.0,0.0,1.0,0.0,0.0,0
1,80,80.0,0.0,80,80,0.0,0.0,1.0,0.0,0.0,0
1,80,80.0,0.0,80,80,0.0,0.0,1.0,0.0,0.0,0
1,126,126.0,0.0,126,126,0.0,0.0,1.0,0.0,0.0,0
1,167,167.0,0.0,167,167,0.0,0.0,1.0,0.0,0.0,0
1,138,138.0,0.0,138,138,0.0,0.0,1.0,0.0,0.0,0
8,1520,190.0,112.0,78,302,41.19902385984148,47.48831672091932,0.5,0.5,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,72,72.0,0.0,72,72,0.0,0.0,1.0,0.0,0.0,0
1,190,190.0,0.0,190,190,0.0,0.0,1.0,0.0,0.0,0
1,166,166.0,0.0,166,166,0.0,0.0,1.0,0.0,0.0,0
1,191,191.0,0.0,191,191,0.0,0.0,1.0,0.0,0.0,0
1,80,80.0,0.0,80,80,0.0,0.0,1.0,0.0,0.0,0
1,80,80.0,0.0,80,80,0.0,0.0,1.0,0.0,0.0,0
1,80,80.0,0.0,80,80,0.0,0.0,1.0,0.0,0.0,0
1,150,150.0,0.0,150,150,0.0,0.0,1.0,0.0,0.0,0
1,138,138.0,0.0,138,138,0.0,0.0,1.0,0.0,0.0,0
